Recency,Frequency,Monetary,Total_Quantity,Unique_Products,Average_Order_Value
0.5858783224008526,1.2471573932472422,3.263081749709799,3.3671438879580915,-0.34173108567376953,4.527888203635205
0.9621770146828703,-1.0626938558437988,-0.5413863121049548,-0.2521416987344658,-0.7489547038097792,0.6530388642822549
1.352765530722433,-0.56233965282819,-0.1385451784380801,-0.007262748961508164,-0.5765066536018487,0.4574377984457521
1.6099823583582427,-1.0626938558437988,-0.8974793209066502,-1.048444792679491,-0.7023080742274255,-0.03836688115273171
-0.9574226434140048,2.149091072663711,1.6870253450763935,1.1450921729854595,0.5740427324604442,0.37865336760919127
-0.9621859179998531,5.264074587854904,2.993315054890571,2.9049644967481942,3.251360097363349,-0.6971661006467534
-0.9478960942423081,0.9233932522095181,1.5016068154699962,1.0704598201398632,1.4800481725228856,1.5157913153745062
1.2146305677328315,-1.0626938558437988,-0.37969775165437814,-0.020193834186897963,-0.37141049614817273,0.9669804382627115
1.2146305677328315,-1.0626938558437988,-0.35080772970575413,-0.21032069680207424,-0.6163240061555176,1.0230745672326662
-0.9526593688281565,1.148382666632493,0.8161949466188251,0.9481997316562287,0.9237019148051182,-0.09506533271730279
0.05239156878584016,-0.56233965282819,-1.0005892944023773,-0.7096311325914295,-0.9074042316811012,-1.2119350833069717
-0.6287566969904703,-0.56233965282819,0.05827452739459978,0.1014613144005529,-0.010833507594516798,0.8391301433798716
-0.609703598647077,1.7154571887753904,1.4585864684282839,0.45075787483547497,-2.495449522400594,0.4545897198539456
-0.681152717434802,-1.0626938558437988,-0.5747480958384439,-0.4717021791170215,-0.4022101454292381,0.5882621672364015
1.5147168666412762,-0.56233965282819,-0.38084560336553025,-0.8109242599259479,-0.5765066536018487,-0.012254449309191553
-0.9526593688281565,1.2471573932472422,0.8456844889582812,0.931383291427891,0.6466322281051479,-0.16049792519288433
-0.9383695450706115,-0.20733269611345734,-0.5167276545353292,-0.5800965469704935,-0.6163240061555176,-0.8453665973656646
-0.9526593688281565,0.4832473463317343,0.10991460279695928,0.030088907573990888,0.08095908209781587,-0.6080020395836827
0.6382743428451841,-0.20733269611345734,-0.5966882806047504,0.1014613144005529,-0.7023080742274255,-0.999864127962664
-0.7859447583234651,0.4832473463317343,1.492824880102262,2.0215973791125217,-0.9074042316811012,2.0712398385576862
0.28102874890655977,-0.20733269611345734,-0.48217170390714653,-0.2945719687464061,-0.7489547038097792,-0.7785738498904028
-0.814524405838555,-0.56233965282819,-0.6009785927586094,-0.5868573153390715,-0.34173108567376953,-0.4387159918275973
-0.2762743776376943,-1.0626938558437988,-0.5386145155401418,-0.7346064333275023,-0.4342179279324365,0.658420705606626
0.3810575152093746,-1.0626938558437988,-0.7489762581401239,-0.9654947432132038,-0.6581841478671907,0.24997315438177065
1.0717323301573818,2.694323868808026,1.3997751758436545,1.0673499738558558,0.9658711244403901,-0.8174425032777773
-0.6859159920206502,1.5033896233472255,1.4650763636026318,1.0330430709925633,1.540303859116289,0.7242143031862422
-0.14290268923394117,-0.56233965282819,-0.20274760004593534,-0.590263614144485,0.5548396384128148,0.3329591019141779
-0.8049978566668584,1.0410084257512708,0.8898292778324544,0.8142657938132559,1.3804009135099473,0.18164484787019394
-0.9526593688281565,2.149091072663711,1.747481023041511,1.7529031829302322,1.0652483995479596,0.49572117799197696
-0.2810376522235426,0.6480284636168839,1.1126538152119747,1.0410503413880323,0.7749104149489473,1.1162595169377434
-0.9431328196564598,2.6645868804115995,1.507998919244549,1.5713397330197765,1.6151764814380274,-0.5739050832551164
-0.6335199715763187,0.06803209247917626,0.5701908263948953,0.41926768880805515,0.06340800044125627,0.8540862506251932
-0.652573069919712,2.319572086010156,1.4676935774800142,1.236374455430019,0.9174958480720942,-0.24722892902989657
-0.8288142295961001,0.06803209247917626,-0.2183355781543743,-0.497934759789593,0.6020258341916891,-0.672646441233977
0.3048451218358014,0.06803209247917626,-0.6580139605472388,-0.5569601765467971,-0.37141049614817273,-1.5209663766311678
2.2816040749628566,-1.0626938558437988,-2.888615690488644,-3.640124545623051,-2.495449522400594,-3.9044442593812176
-0.8621571516970383,-0.56233965282819,0.44238633804159005,0.7674920706753549,0.7052487678224237,1.5843288213987934
2.2530244274477664,-1.0626938558437988,-1.0438606711370515,-1.3863576577143846,-0.7489547038097792,-0.3225873069184976
-0.8192876804244034,0.4832473463317343,0.9059263056080169,0.9101960335876844,0.8726794364411976,0.9329755757948732
1.1574712727026517,-1.0626938558437988,-0.7091553906976971,-0.5700823738310379,-2.164551944321342,0.3272910905876776
-0.5049115577584139,-0.56233965282819,-0.8264029068221894,-0.7303782923648792,0.42903821778723844,-0.8750778628502742
0.4382168102395545,-1.0626938558437988,-0.7509068531024241,-0.7649798394662016,-0.7023080742274255,0.24622462684528776
-0.32390712349617756,1.148382666632493,1.0880298507362063,0.839474944157756,0.789615206340894,0.43110922763218423
-0.5906505003036837,0.6480284636168839,0.8886202663399245,0.8241376973547584,1.2166347945713203,0.6820207842879953
0.8097522279357239,0.06803209247917626,-0.2595545816168761,-0.4492213957791754,0.3580287687977862,-0.7523005850414802
-0.9288429958989148,0.4832473463317343,0.6602747179909655,0.5477674887049749,1.0600337246646783,0.4569379049157527
0.038101745028295185,0.4832473463317343,1.0459549322877237,0.7323509224887261,0.42903821778723844,1.204455546684502
0.8573849737942072,-1.0626938558437988,-1.2937694608574744,-1.470460433735591,-0.11427479409411481,-0.8078211328474654
1.2193938423186799,-1.0626938558437988,-0.30574597925788577,-0.31911487911259284,-0.5385419552887978,1.1105684308832278
2.334000095407188,-1.0626938558437988,-2.0127844184877275,-1.9069154958023462,-0.7489547038097792,-2.20389199206531
1.9862810506402604,-1.0626938558437988,-1.8479753664568155,-1.8826971918108517,-1.7476702981701815,-1.883891535282055
1.062205780985685,-0.56233965282819,0.08516195969664428,0.17138227810689968,0.8459198639383987,0.8912820546819007
-0.7192589141215886,0.4832473463317343,0.8435508085209934,0.42524019489124626,-0.4342179279324365,0.8120719708923648
-0.30961729973863256,-0.56233965282819,-0.7793583553727707,-0.036347282449173374,-1.5988787983140098,-0.7840469671047269
-0.843104053353645,1.338608506062076,1.593848321093348,1.8728134375348888,1.7559800495683353,1.1756598909040687
-0.08098011961791295,0.7933757099177606,0.616402873472369,0.6034916333958764,0.5834774484363009,-0.0332875152971174
2.2816040749628566,-1.0626938558437988,-0.6924793824799285,-0.7875558985699295,-0.13663492822009354,0.35966995680436065
0.8192787771074206,-0.20733269611345734,0.47247928265020495,0.433365897050796,0.5740427324604442,1.0704630821659
-0.5668341273744422,-0.20733269611345734,-0.11856530086635006,0.01649802841322862,-0.9074042316811012,-0.07502933846854194
0.5906415969867009,1.2471573932472422,0.9615106761998853,0.829019307225638,1.3331305973534788,0.06358192413708791
0.3762942406235263,-0.20733269611345734,0.6105191808477106,0.3388609777528216,-0.18328155780244723,1.3381966926823499
-0.28580092680939095,0.2930215069021515,0.3184664819587571,1.5947218473395224,-2.164551944321342,0.051875973080732586
-0.9478960942423081,1.8389627090776848,0.8815240990564435,1.0348308035145386,1.02802594216148,-0.8093758495930364
